employment_type,work_mode,experience_level,job_category,exp_years,city,country,skills_count,top_skill,second_skill
Full Time,On-site,Entry Level,Human Resources,3.0,Cairo,Egypt,8,Talent acquisition,Employer Management
Full Time,On-site,Manager,Marketing/PR/Advertising,7.5,Cairo,Egypt,8,Digital Marketing,Digital Marketing Strategy
Full Time,On-site,Manager,Business Development,7.5,Cairo,Egypt,3,Business Development,Development
Full Time,On-site,Manager,Accounting/Finance,7.5,Cairo,Egypt,8,Accounting,Analysis
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,6.0,Cairo,Egypt,8,Engineering,Tendering
Full Time,On-site,Entry Level,Human Resources,2.0,Sharqia,Egypt,7,Human Resources (HR),Interviewing
Full Time,On-site,Experienced,Installation/Maintenance/Repair,5.0,Cairo,Egypt,3,Engineering,Maintenance
Full Time,On-site,Entry Level,Human Resources,2.0,Giza,Egypt,3,Human Resources (HR),Payroll
Full Time,On-site,Experienced,Logistics/Supply Chain,3.5,Cairo,Egypt,8,Storekeeping,Inventory Management
Full Time,On-site,Manager,Customer Service/Support,7.5,Cairo,Egypt,7,Public Relations,Marketing
Full Time,On-site,Experienced,Logistics/Supply Chain,3.0,Cairo,Egypt,4,Warehousing,Microsoft Excel
Full Time,On-site,Experienced,Accounting/Finance,2.0,Cairo,Egypt,5,Accounting,Finance
Full Time,On-site,Experienced,Accounting/Finance,3.5,Cairo,Egypt,8,site accountant,Accounting
Full Time,On-site,Experienced,IT/Software Development,4.5,Cairo,Egypt,4,Analysis,Computer Science
Full Time,Remote,Experienced,Creative/Design/Art,7.0,Cairo,Egypt,8,Adobe Illustrator,Adobe Photoshop
Full Time,On-site,Entry Level,IT/Software Development,1.0,Cairo,Egypt,4,Computer Science,Data Science
Full Time,On-site,Experienced,Human Resources,2.0,Cairo,Egypt,3,Hiring,Recruitment
Full Time,On-site,Entry Level,Administration,2.0,Alexandria,Egypt,6,Communication,Logistics
Full Time,On-site,Experienced,Human Resources,5.5,Cairo,Egypt,8,Payroll,Human Resources (HR)
Full Time,On-site,Entry Level,Administration,5.0,Cairo,Egypt,8,Microsoft Excel,Microsoft Word
Full Time,On-site,Entry Level,Accounting/Finance,1.0,Giza,Egypt,3,Accounting,Finance
Part Time,On-site,Entry Level,IT/Software Development,1.5,Cairo,Egypt,5,Business Intelligence,Power BI
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Cairo,Egypt,4,Accounting,Cost Accounting
Full Time,On-site,Experienced,IT/Software Development,4.5,Cairo,Egypt,8,Microsoft Excel,Customer Service
Full Time,On-site,Experienced,Accounting/Finance,6.0,Cairo,Egypt,8,senior internal auditor,audit planning
Full Time,On-site,Experienced,Medical/Healthcare,4.0,Cairo,Egypt,6,Psychology,Clinical Psychology
Full Time,On-site,Experienced,Legal,6.5,Cairo,Egypt,4,Legal Affairs,Legal Services
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,8,Human Resources,Recruitment
Full Time,On-site,Entry Level,Hospitality/Hotels/Food Services,1.0,Cairo,Egypt,6,Security,Security Systems
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,1.0,Giza,Egypt,5,BIM,Engineering
Full Time,Hybrid,Entry Level,Customer Service/Support,1.0,Giza,Egypt,4,Customer Care,Customer Service
Full Time,On-site,Experienced,Manufacturing/Production,2.0,Giza,Egypt,6,Engineering,Project Management
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,7,Accounting,Finance
Full Time,Remote,Manager,Accounting/Finance,7.5,Giza,Egypt,4,Accounting,Finance
Full Time,On-site,Entry Level,Business Development,1.0,Cairo,Egypt,8,E-Marketing,Digital Marketing
Full Time,On-site,Manager,Customer Service/Support,7.5,Cairo,Egypt,3,Customer Service,Sales
Full Time,On-site,Experienced,Operations/Management,5.0,Cairo,Egypt,2,Sales,Sales Target
Full Time,On-site,Entry Level,Quality,1.0,Beheira,Egypt,2,Housekeeping,Quality Control
Full Time,On-site,Manager,Business Development,7.5,Alexandria,Egypt,7,Sales,Sales Target
Full Time,On-site,Manager,Installation/Maintenance/Repair,12.5,Alexandria,Egypt,7,Engineering,Maintenance
Internship,Hybrid,Entry Level,Business Development,0.5,Cairo,Egypt,7,Market Research,Marketing
Full Time,On-site,Manager,Installation/Maintenance/Repair,11.5,Alexandria,Egypt,7,Engineering,Maintenance
Full Time,On-site,Experienced,Operations/Management,4.0,Alexandria,Egypt,8,HSE,Safety
Full Time,On-site,Manager,Accounting/Finance,5.5,Cairo,Egypt,8,Cost Savings,Financial Analysis
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,3,Administration,Microsoft Office
Part Time,Remote,Experienced,Creative/Design/Art,2.0,Cairo,Egypt,7,Microsoft Excel,Adobe illustrator
Full Time,On-site,Experienced,Logistics/Supply Chain,5.0,Cairo,Egypt,8,Planning,Project Management
Full Time,On-site,Experienced,Accounting/Finance,5.0,Giza,Egypt,7,Accounting,Auditing
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,7.0,Cairo,Egypt,6,Construction,Architecture Engineering
Full Time,On-site,Manager,Legal,7.5,Giza,Egypt,4,Corporate Law,Commercial Law
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Giza,Egypt,4,Engineering,Stock Control
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,9.0,Cairo,Egypt,8,Engineering,AutoCAD
Full Time,On-site,Experienced,Business Development,3.5,Cairo,Egypt,7,Business Development,Development
Full Time,On-site,Manager,Accounting/Finance,8.0,Cairo,Egypt,8,ERP System,Cost Accounting
Full Time,On-site,Entry Level,Administration,2.0,Cairo,Egypt,8,Administration,Communication
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,4.0,Alexandria,Egypt,2,Electrical Engineering,Engineering
Full Time,Remote,Entry Level,Accounting/Finance,,Jidd Hafs,Bahrain,6,Collection,Communication
Full Time,On-site,Manager,Sales/Retail,15.0,Baghdad,Iraq,8,Sales,Sales Target
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,4,Accounting,Finance
Full Time,Remote,Experienced,Medical/Healthcare,5.0,Cairo,Egypt,8,USMLE,Medical
Full Time,On-site,Entry Level,Manufacturing/Production,1.5,Alexandria,Egypt,4,Engineering,Manufacturing
Full Time,On-site,Experienced,Creative/Design/Art,5.0,Cairo,Egypt,4,Computer Science,Information Technology (IT)
Full Time,On-site,Experienced,Accounting/Finance,6.0,Cairo,Egypt,7,Accounting,Finance
Full Time,On-site,Experienced,Medical/Healthcare,3.5,Giza,Egypt,4,Engineering,Engineering Services
Full Time,On-site,Experienced,Accounting/Finance,3.5,Cairo,Egypt,7,Accounting,Logistics
Internship,On-site,Entry Level,Engineering - Mechanical/Electrical,,Cairo,Egypt,4,Electrical Engineering,Electrical Maintenance
Full Time,On-site,Experienced,Medical/Healthcare,1.5,Cairo,Egypt,4,Unknown,Problem-solving skills
Full Time,On-site,Manager,Administration,8.5,Alexandria,Egypt,7,Administration,Microsoft Office
Full Time,On-site,Entry Level,Accounting/Finance,1.5,Giza,Egypt,2,Finance,Accounting
Full Time,On-site,Experienced,Business Development,3.0,Cairo,Egypt,8,Communication,Digital Marketing
Full Time,On-site,Manager,Accounting/Finance,10.0,Abidjan,Ivory Coast,8,Auditing,Accounting
Full Time,On-site,Experienced,Medical/Healthcare,4.0,Cairo,Egypt,8,Auditing,Quality Assurance
Full Time,Hybrid,Experienced,IT/Software Development,5.5,Cairo,Egypt,7,Business Analysis,Analysis
Full Time,On-site,Entry Level,Customer Service/Support,1.5,Gharbia,Egypt,8,Communication,Customer Care
Full Time,On-site,Experienced,Accounting/Finance,5.5,Cairo,Egypt,5,Accounting,Finance
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.5,Giza,Egypt,8,Architectural Design,Technical Drawing
Full Time,On-site,Experienced,Administration,6.0,Cairo,Egypt,7,Human Resources (HR),HRBP
Full Time,On-site,Experienced,Customer Service/Support,5.0,Giza,Egypt,7,Customer Service,Sales Target
Full Time,Hybrid,Experienced,Business Development,4.0,Cairo,Egypt,7,Public Relations (PR),Marketing
Full Time,On-site,Entry Level,Sales/Retail,1.5,Giza,Egypt,8,Communication,Team management
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,4.0,Giza,Egypt,2,Sales Target,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.5,Giza,Egypt,8,AutoCAD,SAP
Full Time,On-site,Entry Level,Sales/Retail,1.0,Cairo,Egypt,8,Real Estate,Real Estate Sales
Full Time,Hybrid,Entry Level,Human Resources,1.0,Giza,Egypt,8,Recruitment,Human Resources (HR)
Full Time,On-site,Entry Level,Marketing/PR/Advertising,2.0,Giza,Egypt,4,Content Creation,Digital Marketing
Freelance / Project,Remote,Entry Level,Education/Teaching,,Cairo,Egypt,7,English Teaching,Teaching English as a Foreign  Language
Full Time,On-site,Experienced,Installation/Maintenance/Repair,4.0,Giza,Egypt,7,DevOps,Cloud Infrastructure
Full Time,On-site,Experienced,Logistics/Supply Chain,2.0,Cairo,Egypt,8,Logistics,Supply
Full Time,On-site,Manager,Manufacturing/Production,9.0,Cairo,Egypt,7,Quality Assurance,Quality Control
Full Time,On-site,Experienced,Customer Service/Support,5.0,Cairo,Egypt,3,Retail,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,8.5,Giza,Egypt,8,Tendering,Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,7.5,Giza,Egypt,7,AutoCAD,Civil Engineering
Full Time,On-site,Entry Level,Administration,1.5,Cairo,Egypt,8,Coordination,Logistics
Full Time,On-site,Entry Level,Accounting/Finance,2.5,Giza,Egypt,4,Accounting,Finance
Full Time,On-site,Experienced,Marketing/PR/Advertising,6.0,Cairo,Egypt,3,Marketing,Social Media
Freelance / Project,Remote,Experienced,Education/Teaching,2.0,Cairo,Egypt,4,English Teaching,English Education
Full Time,On-site,Experienced,Marketing/PR/Advertising,4.0,Giza,Egypt,8,Communication,Digital Marketing
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,3.0,Cairo,Egypt,4,Purchasing,Procurement
Full Time,On-site,Manager,Business Development,8.5,Cairo,Egypt,4,Export,Logistics
Full Time,On-site,Experienced,Creative/Design/Art,3.0,Cairo,Egypt,4,Adobe Photoshop,Design
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,12.5,Cairo,Egypt,4,Engineering,QC
Full Time,On-site,Entry Level,Customer Service/Support,3.5,Alexandria,Egypt,3,E-Marketing,Marketing
Full Time,On-site,Experienced,Marketing/PR/Advertising,3.0,Cairo,Egypt,3,Digital Marketing,Marketing
Full Time,On-site,Experienced,Accounting/Finance,5.0,Cairo,Egypt,7,Financial analysis,Report writing
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,6.0,Cairo,Egypt,8,Entertainment,Hospitality
Full Time,On-site,Experienced,Customer Service/Support,3.0,Cairo,Egypt,8,Hospitality,Guest Satisfaction
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,4.0,Cairo,Egypt,7,Catering,Catering Sales
Full Time,On-site,Experienced,Hospitality/Hotels/Food Services,4.0,Cairo,Egypt,8,E-Marketing,Marketing
Full Time,On-site,Manager,Business Development,5.0,Giza,Egypt,6,Coffee Trader,Management
Full Time,Remote,Experienced,IT/Software Development,5.0,Cairo,Egypt,6,Hyperion,Information Technology (IT)
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,2.0,Giza,Egypt,7,Laravel PHP,Node.js
Full Time,On-site,Experienced,Medical/Healthcare,5.0,Cairo,Egypt,4,Medical Devices Sales,sales skills
Full Time,On-site,Experienced,Medical/Healthcare,5.0,Assiut,Egypt,8,Product,Product Sales
Full Time,On-site,Experienced,Medical/Healthcare,5.0,Cairo,Egypt,8,Medical,Sales
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.5,Giza,Egypt,8,Electrical Engineering,Engineering
Full Time,Hybrid,Entry Level,Creative/Design/Art,1.0,Cairo,Egypt,4,Adobe illustrator,Adobe Photoshop
Full Time,On-site,Entry Level,Logistics/Supply Chain,1.0,Cairo,Egypt,8,Demand Planning,Engineering
Full Time,On-site,Entry Level,Administration,2.5,Cairo,Egypt,8,Organizing,International Business Development
Full Time,On-site,Entry Level,Engineering - Construction/Civil/Architecture,2.5,Riyadh,Saudi Arabia,6,Quantity Surveying,Civil Engineering
Full Time,On-site,Senior Management,Marketing/PR/Advertising,6.5,Cairo,Egypt,8,Marketing,Paint
Full Time,On-site,Experienced,Creative/Design/Art,3.5,Giza,Egypt,7,Visual Merchandising,Design
Full Time,On-site,Experienced,Customer Service/Support,5.0,Cairo,Egypt,3,Outdoor Sales,Sales Target
Full Time,On-site,Experienced,IT/Software Development,4.0,Cairo,Egypt,8,ERP,Odoo
Full Time,On-site,Entry Level,Logistics/Supply Chain,2.0,Cairo,Egypt,3,Procurement,Supply Chain
Full Time,On-site,Experienced,Administration,4.0,Alexandria,Egypt,8,Microsoft Office,Office management
Full Time,On-site,Experienced,Administration,4.0,Cairo,Egypt,7,Human Resources (HR),Recruitment
Full Time,On-site,Manager,Media/Journalism/Publishing,6.5,Cairo,Egypt,8,Publishing,Market Research
Full Time,On-site,Manager,IT/Software Development,7.5,Cairo,Egypt,8,Computer Science,Engineering
Full Time,On-site,Entry Level,Marketing/PR/Advertising,2.0,Cairo,Egypt,8,Marketing,Event Coordination
Full Time,Hybrid,Entry Level,Customer Service/Support,2.0,Cairo,Egypt,8,Sales,Sales Skills
Full Time,On-site,Entry Level,Accounting/Finance,2.0,Cairo,Egypt,7,Accounts Payable,Accounting
Full Time,On-site,Entry Level,Operations/Management,2.5,Cairo,Egypt,8,Management,Hospitality
Full Time,On-site,Student,Medical/Healthcare,5.0,Cairo,Egypt,5,Medical,Sales
Full Time,On-site,Entry Level,Installation/Maintenance/Repair,2.0,Cairo,Egypt,7,Information Technology (IT),Technical Support
Full Time,On-site,Experienced,Human Resources,1.0,Cairo,Egypt,8,Human Resources (HR),Interviewing
Full Time,On-site,Experienced,Customer Service/Support,6.0,Sharqia,Egypt,8,Sales Support,Sales Administration
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.5,Cairo,Egypt,8,MEP Quantity Surveying,Cost Estimation
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.0,Cairo,Egypt,8,Site Supervision,Mechanical Engineering
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.0,Monufya,Egypt,2,Electrical Engineering,Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,5.0,Cairo,Egypt,8,Electrical Engineering,Technical Office
Full Time,On-site,Experienced,Medical/Healthcare,5.0,Cairo,Egypt,8,Quality Assurance,Medical
Full Time,Hybrid,Experienced,Writing/Editorial,5.0,Cairo,Egypt,8,Social Media Strategy,Content Creation
Full Time,On-site,Manager,Operations/Management,7.5,Alexandria,Egypt,8,Management,Manpower Planning
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,4.0,Giza,Egypt,8,Electrical Engineering,Mechatronics
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,5.0,Cairo,Egypt,8,Construction,Engineering
Full Time,On-site,Entry Level,Quality,2.0,Cairo,Egypt,8,Engineering,Quality Assurance
Full Time,On-site,Experienced,IT/Software Development,4.0,Cairo,Egypt,8,Engineering,Git
Full Time,Remote,Experienced,Sales/Retail,5.0,Cairo,Egypt,3,Sales Target,Sales
Full Time,On-site,Experienced,IT/Software Development,3.0,Cairo,Egypt,8,Oracle Forms,Oracle
Full Time,On-site,Experienced,Engineering - Mechanical/Electrical,8.0,Giza,Egypt,8,Revit,Water Pumps
Full Time,On-site,Experienced,Accounting/Finance,6.0,Cairo,Egypt,8,Accounting,Cost Accountant
Full Time,Remote,Experienced,Customer Service/Support,3.0,Cairo,Egypt,7,Communication,Customer Support
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,4,Sales,Telesales
Full Time,On-site,Experienced,Logistics/Supply Chain,4.0,Cairo,Egypt,8,Logistics,Key Account Management
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,4.0,Cairo,Egypt,7,Engineering,Purchasing
Full Time,On-site,Experienced,Customer Service/Support,4.5,Cairo,Egypt,7,Banking,Communication skills
Full Time,On-site,Entry Level,Engineering - Mechanical/Electrical,2.0,Giza,Egypt,3,Communication,Electrical
Full Time,Remote,Experienced,Human Resources,3.5,Abu Dhabi,United Arab Emirates,7,Interviewing,Recruitment
Full Time,On-site,Manager,Engineering - Mechanical/Electrical,11.0,Cairo,Egypt,8,MBA,PMP
Full Time,Hybrid,Experienced,Marketing/PR/Advertising,5.0,Giza,Egypt,6,Social Media,E-Marketing
Full Time,Hybrid,Experienced,Marketing/PR/Advertising,5.0,Giza,Egypt,5,Social Media,E-Marketing
Full Time,Hybrid,Experienced,Marketing/PR/Advertising,5.0,Giza,Egypt,7,Social Media,E-Marketing
Full Time,Hybrid,Experienced,Operations/Management,5.0,Giza,Egypt,8,Social Media,E-Marketing
Full Time,Hybrid,Experienced,Medical/Healthcare,4.0,Giza,Egypt,3,Dentistry,Cosmetic Dentistry
Full Time,Hybrid,Entry Level,Customer Service/Support,1.0,Giza,Egypt,8,Call Center,Customer Service
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Giza,Egypt,8,Civil Engineering,Engineering
Full Time,On-site,Experienced,Engineering - Construction/Civil/Architecture,3.0,Giza,Egypt,8,Engineering,Sales
Full Time,Remote,Experienced,Customer Service/Support,6.5,Cairo,Egypt,8,Customer Support,Key Account Management
Full Time,On-site,Experienced,Business Development,4.5,Cairo,Egypt,7,Development,Sales
Full Time,On-site,Experienced,Administration,5.0,Cairo,Egypt,8,Employee Relations,Human Resources
Full Time,On-site,Entry Level,Manufacturing/Production,2.5,Dakahlia,Egypt,3,Electrical Engineering,Electrical Maintenance
Full Time,On-site,Entry Level,Manufacturing/Production,2.5,Dakahlia,Egypt,8,Mechanical,Maintenance
Full Time,On-site,Entry Level,Customer Service/Support,1.0,Cairo,Egypt,8,Call Center,Agent
Full Time,On-site,Manager,Accounting/Finance,10.0,Tabuk,Saudi Arabia,7,التحليل المالي,التخطيط المالي الاستراتيجي.
Internship,Hybrid,Entry Level,Business Development,,Cairo,Egypt,8,Business Development,Sales Target
Full Time,On-site,Entry Level,Accounting/Finance,1.0,Cairo,Egypt,4,Accounting,Finance
Full Time,Remote,Experienced,Accounting/Finance,5.5,Cairo,Egypt,8,Bookkeeping,Accounting
Full Time,Hybrid,Experienced,Business Development,5.0,Damietta,Egypt,7,Business Development,Sales Target
Full Time,On-site,Experienced,Administration,4.5,Giza,Egypt,6,Education,Teaching
